שם קובץ,ID,נתיב,סוג (MIME),גודל (MB),תאריך יצירה,תאריך עדכון אחרון,בעלים,קישור
"148 - פרשת וארא ג' - מכות דבר, שחין וברד.mp3",1WHvxV9uv8LuVcstgakA4g92P0RnWkiIZ,סט ילדים/142 - 154  ספר שמות,audio/mpeg,54.145,6/17/2026 9:30:35,8/21/2020 10:33:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1WHvxV9uv8LuVcstgakA4g92P0RnWkiIZ/view?usp=drivesdk
149 - פרשת בא א' - מכות ארבה וחושך.mp3,17RcOMMI8KKup9cTZHm-xG63d_FBtXFR5,סט ילדים/142 - 154  ספר שמות,audio/mpeg,57.41,6/17/2026 9:30:42,8/21/2020 10:33:36,yadtamar613@gmail.com,https://drive.google.com/file/d/17RcOMMI8KKup9cTZHm-xG63d_FBtXFR5/view?usp=drivesdk
150 - פרשת בא ב' - ליל הפלאות - מכת ברכות.mp3,1P15ms6K3n3pbvT4mCm-yTRTVwidUJ6lP,סט ילדים/142 - 154  ספר שמות,audio/mpeg,57.501,6/17/2026 9:30:48,8/21/2020 10:34:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1P15ms6K3n3pbvT4mCm-yTRTVwidUJ6lP/view?usp=drivesdk
151 - פרשת בא ג' - היציאה לחירות.mp3,1RzGDvM5Qn-irDNURQaLKxoAhxw_XYj9P,סט ילדים/142 - 154  ספר שמות,audio/mpeg,52.047,6/17/2026 9:30:54,8/21/2020 10:34:24,yadtamar613@gmail.com,https://drive.google.com/file/d/1RzGDvM5Qn-irDNURQaLKxoAhxw_XYj9P/view?usp=drivesdk
152 - פרשת בשלח א' - פרעה נכנס למלכודת.mp3,14rqUBooveoOCAPcnHIyjggJcEjca4RAt,סט ילדים/142 - 154  ספר שמות,audio/mpeg,57.568,6/17/2026 9:31:01,8/21/2020 10:34:48,yadtamar613@gmail.com,https://drive.google.com/file/d/14rqUBooveoOCAPcnHIyjggJcEjca4RAt/view?usp=drivesdk
153 - פרשת בשלח ב' - בתוך הים - שירת האמונה.mp3,1-bHt-HgLKYx-fvK4hiIIxWbUVqdqacrV,סט ילדים/142 - 154  ספר שמות,audio/mpeg,57.47,6/17/2026 9:31:08,8/21/2020 10:35:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1-bHt-HgLKYx-fvK4hiIIxWbUVqdqacrV/view?usp=drivesdk
154 - פרשת בשלח ג' - מן - מזון מן השמים.mp3,1NqH-RrsO-cHTaJl7Mt4q86pUcRTwsOJR,סט ילדים/142 - 154  ספר שמות,audio/mpeg,54.522,6/17/2026 9:31:14,8/21/2020 10:35:30,yadtamar613@gmail.com,https://drive.google.com/file/d/1NqH-RrsO-cHTaJl7Mt4q86pUcRTwsOJR/view?usp=drivesdk
155 - ספר יהושע פר א-ב בפתחה של ארץ ישראל רחב - שליחת ההשגחה.mp3,10xUwyEvrkr6Fp8Y8bO92tSBkgg8oIURV,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,57.889,6/17/2026 9:24:53,8/21/2020 10:33:36,yadtamar613@gmail.com,https://drive.google.com/file/d/10xUwyEvrkr6Fp8Y8bO92tSBkgg8oIURV/view?usp=drivesdk
156 - ספר יהושע פר ג-ה הירדן שנסב לאחור - המילה.mp3,1sdFqp9pMX_dphohzGj3tUywREfkynvTL,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,56.062,6/17/2026 9:25:00,8/21/2020 10:34:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1sdFqp9pMX_dphohzGj3tUywREfkynvTL/view?usp=drivesdk
157 - ספר יהושע פר ו-ז חומות יריחו נבלעות.mp3,1eqiSZ0nu16A6aLPd5vhMLiopZZyuXu-P,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,58.07,6/17/2026 9:25:07,8/21/2020 10:34:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1eqiSZ0nu16A6aLPd5vhMLiopZZyuXu-P/view?usp=drivesdk
158 - ספר יהושע פר ז-ח חטא עכן ומפלת העי.mp3,1pLRqEiNYalZo0FwJFtNaTDTFPJ239NUh,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,57.626,6/17/2026 9:25:14,8/21/2020 10:34:50,yadtamar613@gmail.com,https://drive.google.com/file/d/1pLRqEiNYalZo0FwJFtNaTDTFPJ239NUh/view?usp=drivesdk
159 - ספר יהושע פר ט-י הגבעונים - חוטבי עצים ושואבי מים.mp3,1VqzDxqK2_OQDK40yBbwoeav8k73GCWrj,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,57.877,6/17/2026 9:25:20,8/21/2020 10:31:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1VqzDxqK2_OQDK40yBbwoeav8k73GCWrj/view?usp=drivesdk
160 - ספר יהושע פר י - יב שמש בגבעון דום! מלחמת מי מרום.mp3,1Rex-qWgsbTD9VenZHeBLi963OKLmk87Z,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,56.795,6/17/2026 9:25:27,8/21/2020 10:32:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1Rex-qWgsbTD9VenZHeBLi963OKLmk87Z/view?usp=drivesdk
161 - ספר יהושע פר יג - כא חלוקת הארץ לנחלותיה.mp3,1-_f12AA25VQ07xvRfrVmZW4Zpg_AUMXv,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,57.933,6/17/2026 9:25:33,8/21/2020 10:32:42,yadtamar613@gmail.com,https://drive.google.com/file/d/1-_f12AA25VQ07xvRfrVmZW4Zpg_AUMXv/view?usp=drivesdk
162 - ספר יהושע פר כב - כד יהושע פרנס הדור.mp3,14TZXprGFq_G51AyW1hU_aX7BVkils8b8,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,55.843,6/17/2026 9:25:40,8/21/2020 10:33:02,yadtamar613@gmail.com,https://drive.google.com/file/d/14TZXprGFq_G51AyW1hU_aX7BVkils8b8/view?usp=drivesdk
"163 - ספר יהושע - יהושע, יניח ושובך.mp3",1U7uRlb-5FtWnWygzSrfgzJI2n_VDSE50,סט ילדים/155 - 163  ספר יהושע,audio/mpeg,37.152,6/17/2026 9:25:45,8/21/2020 10:33:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1U7uRlb-5FtWnWygzSrfgzJI2n_VDSE50/view?usp=drivesdk
164 - ספר שופטים פר א- ב ארץ ישראל - ארמונו של מלך.mp3,16BhyqHxW735TBE4fKuYxMokZBl-VxIuF,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,55.765,6/17/2026 9:25:52,8/21/2020 10:35:48,yadtamar613@gmail.com,https://drive.google.com/file/d/16BhyqHxW735TBE4fKuYxMokZBl-VxIuF/view?usp=drivesdk
"165 - ספר שופטים פרק ג עתניאל בן קנז, אהוד בן גרא ועגלון.mp3",1s3SyU45kGdjpDuybxNh-n-LcAr6p6cQA,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,54.231,6/17/2026 9:25:58,8/21/2020 10:35:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1s3SyU45kGdjpDuybxNh-n-LcAr6p6cQA/view?usp=drivesdk
"166 - ספר שופטים פרק ד' דבורה הנביאה, ברק בן אבינועם וסיסרא.mp3",13hhe18swlqMPIv2Zs2XqzeHov0ca_jl-,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,56.95,6/17/2026 9:26:04,8/21/2020 10:36:04,yadtamar613@gmail.com,https://drive.google.com/file/d/13hhe18swlqMPIv2Zs2XqzeHov0ca_jl-/view?usp=drivesdk
167 - ספר שופטים פר' ה' - ו' שירת דבורה - גדעון בן יואש והמלאך.mp3,1K-nWQluVsK3Ot_RkkyK_mKIbCM_x28Ju,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,57.88,6/17/2026 9:26:11,8/21/2020 10:36:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1K-nWQluVsK3Ot_RkkyK_mKIbCM_x28Ju/view?usp=drivesdk
168 - ספר שופטים פר' ז'-ח' גדעון ומלחמת מדין.mp3,19IxYCkSvHT3cLo-IW05Pj9AetRjIZuP5,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,47.09,6/17/2026 9:26:16,8/21/2020 10:36:14,yadtamar613@gmail.com,https://drive.google.com/file/d/19IxYCkSvHT3cLo-IW05Pj9AetRjIZuP5/view?usp=drivesdk
169 - ספר שופטים פרק ח' גדעון והאפוד.mp3,1rylAkuC5skdw-T2hQ9Cvqqgi7RU4Olk0,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,38.999,6/17/2026 9:26:21,8/21/2020 10:36:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1rylAkuC5skdw-T2hQ9Cvqqgi7RU4Olk0/view?usp=drivesdk
170 - ספר שופטים פרק ט משל יותם - אבימלך בן גדעון.mp3,1J21a9jOZ5WhN53JOXwUyRf7XVW4SqibW,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,57.755,6/17/2026 9:26:28,8/21/2020 10:36:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1J21a9jOZ5WhN53JOXwUyRf7XVW4SqibW/view?usp=drivesdk
171 - ספר שופטים פר' ט'-י' מלחמות אבימלך וסופו.mp3,1qYvZ-Kt6ohjWX27KUv5CDMzz2y3c4RY2,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,57.657,6/17/2026 9:26:35,8/21/2020 10:36:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1qYvZ-Kt6ohjWX27KUv5CDMzz2y3c4RY2/view?usp=drivesdk
172 - ספר שופטים פר' יא'-יב' יפתח והעמונים.mp3,13nPav9KbOw9gkJx0LMmhINpOepySygUm,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,56.416,6/17/2026 9:26:42,8/21/2020 10:34:10,yadtamar613@gmail.com,https://drive.google.com/file/d/13nPav9KbOw9gkJx0LMmhINpOepySygUm/view?usp=drivesdk
173 - ספר שופטים פר' יג'-יד' לידת שמשון - נס האריה.mp3,1jigZJv4yMpWmK5aAARRaCGliLXvZt1bQ,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,57.659,6/17/2026 9:26:49,8/21/2020 10:34:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1jigZJv4yMpWmK5aAARRaCGliLXvZt1bQ/view?usp=drivesdk
174 - ספר שופטים פר' יד'-טו' שמשון הצדיק הגבור שבגבורים.mp3,1JiQkCB1lgdZ22wLLQZLVbJ1A3H_i9j7h,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,57.841,6/17/2026 9:26:55,8/21/2020 10:34:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1JiQkCB1lgdZ22wLLQZLVbJ1A3H_i9j7h/view?usp=drivesdk
175 - ספר שופטים פר' טו'-טז' שמשון השופט - לוחם יחידי.mp3,1oUs303oS712rQS4oB-MFB3YrffEJutcf,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,57.714,6/17/2026 9:27:02,8/21/2020 10:35:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1oUs303oS712rQS4oB-MFB3YrffEJutcf/view?usp=drivesdk
176 - ספר שופטים פרק טז' נקמת שמשון האחרונה.mp3,1k970hIVaYZIXFvLXLS2-b3u67ZvX4abD,סט ילדים/164 - 176  ספר שופטים,audio/mpeg,47.869,6/17/2026 9:27:08,8/21/2020 10:35:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1k970hIVaYZIXFvLXLS2-b3u67ZvX4abD/view?usp=drivesdk
177 - ספר שמואל א' פר' א'-ב' חנה - שמואל ובית עלי.mp3,1KyM4KYMuxy-TphYeQR-EaDtj5k2dDn95,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.439,6/17/2026 9:21:19,8/21/2020 10:39:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1KyM4KYMuxy-TphYeQR-EaDtj5k2dDn95/view?usp=drivesdk
178 - ספר שמואל א' פר' ג'-ו' ארון ה' ומכות פלישתים.mp3,1_Ly6TRXMhA5Ta6voFQiOpdRYqgv3Qza0,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.206,6/17/2026 9:21:26,8/21/2020 10:40:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1_Ly6TRXMhA5Ta6voFQiOpdRYqgv3Qza0/view?usp=drivesdk
179 - ספר שמואל א' פר' ז'-י' שמואל הנביא פרנס הדור.mp3,1uxGBablbc_Ugq6TnHyCt7AENNnl1RiWO,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,58.017,6/17/2026 9:21:33,8/21/2020 10:36:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1uxGBablbc_Ugq6TnHyCt7AENNnl1RiWO/view?usp=drivesdk
180 - ספר שמואל א' פר' יא'-יג' שאול המלך בחיר ה'.mp3,1-9-5MdLkcfc9kjtoaaeA92DaoQUqySVj,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,55.76,6/17/2026 9:21:39,8/21/2020 10:37:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1-9-5MdLkcfc9kjtoaaeA92DaoQUqySVj/view?usp=drivesdk
181 - ספר שמואל א' פר' יד'-טו' מלחמות שאול ומלחמת עמלק.mp3,1qxU0nLqbzgfbnhtMJ_EVa7m3-VlDqwKC,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.787,6/17/2026 9:21:46,8/21/2020 10:37:08,yadtamar613@gmail.com,https://drive.google.com/file/d/1qxU0nLqbzgfbnhtMJ_EVa7m3-VlDqwKC/view?usp=drivesdk
182 - ספר שמואל א' פרק טז' דוד הרועה נמשח למלך.mp3,1ACLWz0t9XJ61ndKfD1E-8jivI0p3kfMb,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.278,6/17/2026 9:21:52,8/21/2020 10:37:14,yadtamar613@gmail.com,https://drive.google.com/file/d/1ACLWz0t9XJ61ndKfD1E-8jivI0p3kfMb/view?usp=drivesdk
183 - ספר שמואל א' פר' יז'-יח' דוד וגולית.mp3,1RQzUyIzKRMHxq1pDoMzYS2ovbkPtGrnd,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.972,6/17/2026 9:21:59,8/21/2020 10:37:18,yadtamar613@gmail.com,https://drive.google.com/file/d/1RQzUyIzKRMHxq1pDoMzYS2ovbkPtGrnd/view?usp=drivesdk
184 - ספר שמואל א' פר' יט'-כ' אהבת דוד ויונתן.mp3,1aGunIhd7sPq1XPEDAoWI80SgX6_zP3eb,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.74,6/17/2026 9:22:05,8/21/2020 10:37:24,yadtamar613@gmail.com,https://drive.google.com/file/d/1aGunIhd7sPq1XPEDAoWI80SgX6_zP3eb/view?usp=drivesdk
185 - ספר שמואל א' פר' כא'-כב' נב עיר הכהנים.mp3,1CxnVgBA_XqxHt5tOGO8X3_Kc7elF6pww,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.878,6/17/2026 9:22:12,8/21/2020 10:37:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1CxnVgBA_XqxHt5tOGO8X3_Kc7elF6pww/view?usp=drivesdk
186 - ספר שמואל א' פר' כג'-כד' הנסיונות - דוד הנרדף.mp3,1v8wNrZTdzPc7aenAdF8G7uHvdak29cGc,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.944,6/17/2026 9:22:18,8/21/2020 10:37:50,yadtamar613@gmail.com,https://drive.google.com/file/d/1v8wNrZTdzPc7aenAdF8G7uHvdak29cGc/view?usp=drivesdk
187 - ספר שמואל א' פר' כה'-כו' דוד ונבל הכרמלי.mp3,1j2WbvCoypiKu2oszgMwm7_CmtQNBWw90,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.805,6/17/2026 9:22:25,8/21/2020 10:38:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1j2WbvCoypiKu2oszgMwm7_CmtQNBWw90/view?usp=drivesdk
188 - ספר שמואל א' פר' כז' - ל' שאול נפרד מדוד - בעלת האוב.mp3,1zIRo7tpH3S8olE4cI2URdF4dJawPTJ0o,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,57.45,6/17/2026 9:22:32,8/21/2020 10:38:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1zIRo7tpH3S8olE4cI2URdF4dJawPTJ0o/view?usp=drivesdk
189 - ספר שמואל א'  פר' ל' - לא' דוד וצקלג- מות שאול ובניו.mp3,1smjGEwG4R4NBNnBDXoeRrrK7F9r0WlpD,סט ילדים/177 - 189  ספר שמואל א,audio/mpeg,55.496,6/17/2026 9:22:38,8/21/2020 10:39:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1smjGEwG4R4NBNnBDXoeRrrK7F9r0WlpD/view?usp=drivesdk
190 - ספר שמואל ב' פר' א'-ב' שמש דוד זורחת.mp3,1kzTNuWjcYU_vYWBXng7FAwnbkvebltvz,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,55.486,6/17/2026 9:23:30,8/21/2020 10:42:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1kzTNuWjcYU_vYWBXng7FAwnbkvebltvz/view?usp=drivesdk
191 - ספר שמואל ב' פר' ב'-ג' משחק הדמים.mp3,135Dxym3Z12ONVum8QbtyY71Hgg-D2m2J,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,54.852,6/17/2026 9:23:37,8/21/2020 10:42:34,yadtamar613@gmail.com,https://drive.google.com/file/d/135Dxym3Z12ONVum8QbtyY71Hgg-D2m2J/view?usp=drivesdk
192 - ספר שמואל ב' פר' ג'-ה' אבנר הגדול ואיש בושת.mp3,15Zv6hmhj6-uvLtQlNUa0JjvNOgJFKpkG,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,55.205,6/17/2026 9:23:43,8/21/2020 10:37:36,yadtamar613@gmail.com,https://drive.google.com/file/d/15Zv6hmhj6-uvLtQlNUa0JjvNOgJFKpkG/view?usp=drivesdk
193 - ספר שמואל ב' פר' ה'-ו' דוד מלך ישראל - ארון ה'.mp3,1nKMgFLQzPxoqxg8VGogowDM9ztO863tB,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,59.035,6/17/2026 9:23:50,8/21/2020 10:37:52,yadtamar613@gmail.com,https://drive.google.com/file/d/1nKMgFLQzPxoqxg8VGogowDM9ztO863tB/view?usp=drivesdk
"194 - ספר שמואל ב' פר' ז'-ח' הגדולה לדורות, מלחמות דוד.mp3",1Fsuvc5R7ZocxbFC2nNC-CileB2Bf0Z60,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,55.651,6/17/2026 9:23:56,8/21/2020 10:38:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1Fsuvc5R7ZocxbFC2nNC-CileB2Bf0Z60/view?usp=drivesdk
195 - ספר שמואל ב' פר' ט'-יא' חסדי דוד - עמון וארם - אוריה החיתי.mp3,1NnPJ5CfjRn3DJZXxRQ113ogP9aKrqppW,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,56.762,6/17/2026 9:24:03,8/21/2020 10:38:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1NnPJ5CfjRn3DJZXxRQ113ogP9aKrqppW/view?usp=drivesdk
196 - ספר שמואל ב' פר' יב'-יג' משל הכבשה - אמנון בכור דוד.mp3,1K_CIgInURytamTTgwHQYl2paeQyTJatZ,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,56.085,6/17/2026 9:24:09,8/21/2020 10:39:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1K_CIgInURytamTTgwHQYl2paeQyTJatZ/view?usp=drivesdk
197 - ספר שמואל ב' פר' יד'-טו' החכמה מתקוע - מרד אבשלום.mp3,1phddgbLRbDS-kKoA9blOf5z_DhQbvTO2,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,54.226,6/17/2026 9:24:16,8/21/2020 10:39:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1phddgbLRbDS-kKoA9blOf5z_DhQbvTO2/view?usp=drivesdk
198 - ספר שמואל ב' פר' טז'-יז' עצת אחיתופל - דוד ואוהביו.mp3,10pWTjzJckExQ8Jmq8PIQbbRHN8eCYSs_,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,60.478,6/17/2026 9:24:23,8/21/2020 10:40:04,yadtamar613@gmail.com,https://drive.google.com/file/d/10pWTjzJckExQ8Jmq8PIQbbRHN8eCYSs_/view?usp=drivesdk
199 - ספר שמואל ב' פר' יח'-יט' כשלון המרד - מפיבושת בן יהונתן.mp3,1h09knKXIKTIclGcdTDLE3yQk5gEF8lIJ,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,55.151,6/17/2026 9:24:29,8/21/2020 10:40:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1h09knKXIKTIclGcdTDLE3yQk5gEF8lIJ/view?usp=drivesdk
200 - ספר שמואל ב' פר' כ'-כג' שבע בן בכרי - הגבעונים - שירת דוד.mp3,1jMxZq5Dkmq10c-GJI-20UPO8RNiE_TC-,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,56.14,6/17/2026 9:24:36,8/21/2020 10:40:54,yadtamar613@gmail.com,https://drive.google.com/file/d/1jMxZq5Dkmq10c-GJI-20UPO8RNiE_TC-/view?usp=drivesdk
201 - ספר שמואל ב' פר' כג-כד' גבורי דוד - המפקד - מקום המקדש.mp3,1OZpbMR8_JmRpAc1jk-gADEIMcSJNEIDa,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,50.205,6/17/2026 9:24:42,8/21/2020 10:41:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1OZpbMR8_JmRpAc1jk-gADEIMcSJNEIDa/view?usp=drivesdk
202 - ספר שמואל ב' יואב כובש את קינסלי בירת עמלק.mp3,1veBgSNRJoQY3L4w8TbGaKsiyTfKxpRDc,סט ילדים/190 - 202  ספר שמואל ב,audio/mpeg,38.443,6/17/2026 9:24:47,8/21/2020 10:41:30,yadtamar613@gmail.com,https://drive.google.com/file/d/1veBgSNRJoQY3L4w8TbGaKsiyTfKxpRDc/view?usp=drivesdk
"203 - ספר מלכים א' פר' א'-ב' דוד, אדוניהו והמלכת שלמה.mp3",1vBWtN1xu26Wt31dA_7e4W203zubfqAla,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.964,6/17/2026 9:19:59,8/21/2020 10:43:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1vBWtN1xu26Wt31dA_7e4W203zubfqAla/view?usp=drivesdk
"204 - ספר מלכים א' פר' ב'-ג' פטירת דוד, החלום בגבעון, משפט שלמה.mp3",1TWDzCsL-0MsbUBOcMjC4Y9r8W5720owH,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.905,6/17/2026 9:20:06,8/21/2020 10:38:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1TWDzCsL-0MsbUBOcMjC4Y9r8W5720owH/view?usp=drivesdk
"205 - ספר מלכים א' פר' ג'-ו' חכמת שלמה, רוחב ליבו ובנין בית המקדש.mp3",1SbLdvBeYebpSLnt8jMaCarSEeg4vDshc,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.961,6/17/2026 9:20:13,8/21/2020 10:38:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1SbLdvBeYebpSLnt8jMaCarSEeg4vDshc/view?usp=drivesdk
206 - ספר מלכים א' פר' ז'-י' תקופת הזהב של שלמה.mp3,1bdoiepslzp8Zu4bkcg8mOQiApElMWwA3,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.854,6/17/2026 9:20:19,8/21/2020 10:39:14,yadtamar613@gmail.com,https://drive.google.com/file/d/1bdoiepslzp8Zu4bkcg8mOQiApElMWwA3/view?usp=drivesdk
"207 - ספר מלכים א' פר' יא'-יב' שלמה, טעותו ופטירתו, פלוג הממלכה.mp3",1WbvI2KhYrftNvR6XsMxD7y7oj0jWTYzf,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.926,6/17/2026 9:20:26,8/21/2020 10:39:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1WbvI2KhYrftNvR6XsMxD7y7oj0jWTYzf/view?usp=drivesdk
208 - ספר מלכים א' פר' יב'-יד' ירבעם המשחית וחורבנו.mp3,1lv3MfvB7LVQOOgpc1JRQBMQCbPbMoyWk,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.81,6/17/2026 9:20:33,8/21/2020 10:40:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1lv3MfvB7LVQOOgpc1JRQBMQCbPbMoyWk/view?usp=drivesdk
209 - ספר מלכים א' פר' יד'-טז' מירבעם ועד אחאב.mp3,1axIo6mkMUFOH9zdh0vhP2BzolTuTEDLF,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.775,6/17/2026 9:20:41,8/21/2020 10:40:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1axIo6mkMUFOH9zdh0vhP2BzolTuTEDLF/view?usp=drivesdk
210 - ספר מלכים א' פר' יח'-יט' אליהו הנביא - ניסי כד הקמח ותחיית המתים.mp3,11-gC28GOnTmBSQJbX97AmmNfIzwAP6f4,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.965,6/17/2026 9:20:47,8/21/2020 10:41:00,yadtamar613@gmail.com,https://drive.google.com/file/d/11-gC28GOnTmBSQJbX97AmmNfIzwAP6f4/view?usp=drivesdk
211 - ספר מלכים א' פר' יט'-כ' נס מעמד הר הכרמל.mp3,12WImMu5yYddqRvDj_3ULkexTAQLxWBn-,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,58.434,6/17/2026 9:20:54,8/21/2020 10:41:26,yadtamar613@gmail.com,https://drive.google.com/file/d/12WImMu5yYddqRvDj_3ULkexTAQLxWBn-/view?usp=drivesdk
212 - ספר מלכים א' פר' יט'-כ' אליהו בהר סיני - ניסי מלחמות ארם.mp3,1oi1qv15U_wCEuBBfRNCGK1kNAjzfpA8a,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.957,6/17/2026 9:21:01,8/21/2020 10:41:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1oi1qv15U_wCEuBBfRNCGK1kNAjzfpA8a/view?usp=drivesdk
213 - ספר מלכים א' פר' כא'-כב' כרם נבות ונפילת אחאב.mp3,1qgB50m318_nQzRgM31OCPo05FOh6Xg83,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,57.885,6/17/2026 9:21:07,8/21/2020 10:42:32,yadtamar613@gmail.com,https://drive.google.com/file/d/1qgB50m318_nQzRgM31OCPo05FOh6Xg83/view?usp=drivesdk
214 - ספר מלכים א' נביא השקר מבית אל - פסל מיכה.mp3,16MhIYjahcbE6SGbatURuNAVL7Od33LU2,סט ילדים/203 - 214  ספר מלכים א,audio/mpeg,46.499,6/17/2026 9:21:13,8/21/2020 10:42:58,yadtamar613@gmail.com,https://drive.google.com/file/d/16MhIYjahcbE6SGbatURuNAVL7Od33LU2/view?usp=drivesdk
215 - ספר מלכים ב' פר' א'-ב' אליהו עולה בסערה השמימה.mp3,15H8EhPPzG7FpVYT5fjYRlHQFljrnibRM,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,56.93,6/17/2026 9:59:27,8/21/2020 10:43:10,yadtamar613@gmail.com,https://drive.google.com/file/d/15H8EhPPzG7FpVYT5fjYRlHQFljrnibRM/view?usp=drivesdk
"216 - ספר מלכים ב' פר' ב'-ד' ניסי אלישע- דובים, מים ואסוך השמן.mp3",1NIYHxQWqgC1YDSeRValZl51zB8aC9HTy,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,56.132,6/17/2026 9:59:34,8/21/2020 10:43:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1NIYHxQWqgC1YDSeRValZl51zB8aC9HTy/view?usp=drivesdk
